TAXON,Rank,Taxon_Group,NonTarget,FFG,FFG_Source,Habit,Habit_Source,Life_Cycle,Life_Cycle_Source,TolVal,Thermal_indicator,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus Slash,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species Slash,Species
ORTHOCLADIUS SAXOSUS,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,CRICOTOPUS/ORTHOCLADIUS,ORTHOCLADIUS,ORTHOCLADIUS (EUORTHOCLADIUS),,,,,ORTHOCLADIUS SAXOSUS
ORTHOCLADIUS SUBLETTI,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,CRICOTOPUS/ORTHOCLADIUS,ORTHOCLADIUS,ORTHOCLADIUS (ORTHOCLADIUS),,,,,ORTHOCLADIUS SUBLETTI
ORTHOCLADIUS THIENEMANNI,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,CRICOTOPUS/ORTHOCLADIUS,ORTHOCLADIUS,ORTHOCLADIUS (EUORTHOCLADIUS),,,,,ORTHOCLADIUS THIENEMANNI
ORTHOCLADIUS VAILLANTI,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,CRICOTOPUS/ORTHOCLADIUS,ORTHOCLADIUS,ORTHOCLADIUS (ORTHOCLADIUS),,,,,ORTHOCLADIUS VAILLANTI
ORTHOCLADIUS WIENSI,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,CRICOTOPUS/ORTHOCLADIUS,ORTHOCLADIUS,ORTHOCLADIUS (ORTHOCLADIUS),,,,,ORTHOCLADIUS WIENSI
PAGASTIA,Genus,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,DIAMESINAE,DIAMESINI,,,PAGASTIA,,,,,,
PAGASTIA ORTHOGONIA,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,DIAMESINAE,DIAMESINI,,,PAGASTIA,,,,,,PAGASTIA ORTHOGONIA
PAGASTIA PARTICA,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,DIAMESINAE,DIAMESINI,,,PAGASTIA,,,,,,PAGASTIA PARTICA
PAGASTIA SEQUAX,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,DIAMESINAE,DIAMESINI,,,PAGASTIA,,,,,,PAGASTIA SEQUAX
PAGASTIA SPECIES A,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,DIAMESINAE,DIAMESINI,,,PAGASTIA,,,,,,PAGASTIA SPECIES A
PAGASTIELLA,Genus,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,PAGASTIELLA,,,,,,
PAGASTIELLA OSTANSA,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,PAGASTIELLA,,,,,,PAGASTIELLA OSTANSA
PARABOREOCHLUS MINUTISSIMUS,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,PODONOMINAE,BOREOCHLINI,,,PARABOREOCHLUS,,,,,,PARABOREOCHLUS MINUTISSIMUS
PARACHAETOCLADIUS,Genus,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARACHAETOCLADIUS,,,,,,
PARACHAETOCLADIUS ABNOBEUS,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARACHAETOCLADIUS,,,,,,PARACHAETOCLADIUS ABNOBEUS
PARACHAETOCLADIUS HIRTIPECTUS,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARACHAETOCLADIUS,,,,,,PARACHAETOCLADIUS HIRTIPECTUS
PARACHAETOCLADIUS HUDSONI,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARACHAETOCLADIUS,,,,,,PARACHAETOCLADIUS HUDSONI
PARACHAETOCLADIUS IMBERBUS,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARACHAETOCLADIUS,,,,,,PARACHAETOCLADIUS IMBERBUS
PARACHAETOCLADIUS SPECIES A,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARACHAETOCLADIUS,,,,,,PARACHAETOCLADIUS SPECIES A
PARACHAETOCLADIUS SPECIES B,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARACHAETOCLADIUS,,,,,,PARACHAETOCLADIUS SPECIES B
PARACHIRONOMUS,Genus,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,PARACHIRONOMUS,,,,,,
PARACHIRONOMUS ABORTIVUS,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,PARACHIRONOMUS,,,,,,PARACHIRONOMUS ABORTIVUS
PARACHIRONOMUS ALATUS,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,PARACHIRONOMUS,,,,,,PARACHIRONOMUS ALATUS
PARACHIRONOMUS ARCUATUS GROUP,SpeciesGroup,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,PARACHIRONOMUS,,PARACHIRONOMUS ARCUATUS GROUP,,,,
PARACHIRONOMUS CARINATUS,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,PARACHIRONOMUS,,,,,,PARACHIRONOMUS CARINATUS
PARACHIRONOMUS CHAETAOLUS COMPLEX,SpeciesComplex,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,PARACHIRONOMUS,,,,PARACHIRONOMUS CHAETAOLUS COMPLEX,,
PARACHIRONOMUS DIRECTUS,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,PARACHIRONOMUS,,,,,,PARACHIRONOMUS DIRECTUS
PARACHIRONOMUS FREQUENS GROUP,SpeciesGroup,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,PARACHIRONOMUS,,PARACHIRONOMUS FREQUENS GROUP,,,,
PARACHIRONOMUS HIRTALATUS,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,PARACHIRONOMUS,,,,,,PARACHIRONOMUS HIRTALATUS
PARACHIRONOMUS PECTINATELLAE,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,PARACHIRONOMUS,,,,,,PARACHIRONOMUS PECTINATELLAE
PARACHIRONOMUS POTAMOGETI,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,PARACHIRONOMUS,,,,,,PARACHIRONOMUS POTAMOGETI
PARACHIRONOMUS SPECIES B,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,PARACHIRONOMUS,,,,,,PARACHIRONOMUS SPECIES B
PARACHIRONOMUS TENUICAUDATUS COMPLEX,SpeciesComplex,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,PARACHIRONOMUS,,,,PARACHIRONOMUS TENUICAUDATUS COMPLEX,,
PARACHIRONOMUS VITIOSUS GROUP,SpeciesGroup,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,PARACHIRONOMUS,,PARACHIRONOMUS VITIOSUS GROUP,,,,
PARACLADIUS,Genus,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARACLADIUS,,,,,,
PARACLADOPELMA,Genus,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,PARACLADOPELMA,,,,,,
PARACLADOPELMA CAMPTOLABIS GROUP,SpeciesGroup,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,PARACLADOPELMA,,PARACLADOPELMA CAMPTOLABIS GROUP,,,,
PARACLADOPELMA DORIS GROUP,SpeciesGroup,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,PARACLADOPELMA,,PARACLADOPELMA DORIS GROUP,,,,
PARACLADOPELMA GALAPTERA,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,PARACLADOPELMA,,,,,,PARACLADOPELMA GALAPTERA
PARACLADOPELMA LOGANAE,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,PARACLADOPELMA,,,,,,PARACLADOPELMA LOGANAE
PARACLADOPELMA NAIS,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,PARACLADOPELMA,,,,,,PARACLADOPELMA NAIS
PARACLADOPELMA NEREIS,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,PARACLADOPELMA,,,,,,PARACLADOPELMA NEREIS
PARACLADOPELMA NIGRITULA GROUP,SpeciesGroup,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,PARACLADOPELMA,,PARACLADOPELMA NIGRITULA GROUP,,,,
PARACLADOPELMA UNDINE,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,PARACLADOPELMA,,,,,,PARACLADOPELMA UNDINE
PARACLADOPELMA WINNELLI,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,PARACLADOPELMA,,,,,,PARACLADOPELMA WINNELLI
PARACRICOTOPUS,Genus,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARACRICOTOPUS,,,,,,
PARACRICOTOPUS GLABER,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARACRICOTOPUS,,,,,,PARACRICOTOPUS GLABER
PARACRICOTOPUS MILLROCKENSIS,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARACRICOTOPUS,,,,,,PARACRICOTOPUS MILLROCKENSIS
PARAKIEFFERIELLA,Genus,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARAKIEFFERIELLA,,,,,,
PARAKIEFFERIELLA BATHYPHILA,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARAKIEFFERIELLA,,,,,,PARAKIEFFERIELLA BATHYPHILA
PARAKIEFFERIELLA CORONATA,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARAKIEFFERIELLA,,,,,,PARAKIEFFERIELLA CORONATA
PARAKIEFFERIELLA SPECIES A,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARAKIEFFERIELLA,,,,,,PARAKIEFFERIELLA SPECIES A
PARAKIEFFERIELLA SPECIES F,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARAKIEFFERIELLA,,,,,,PARAKIEFFERIELLA SPECIES F
PARAKIEFFERIELLA TRIQUETRA,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARAKIEFFERIELLA,,,,,,PARAKIEFFERIELLA TRIQUETRA
PARALAUTERBORNIELLA NIGROHALTERALIS,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,PARALAUTERBORNIELLA,,,,,,PARALAUTERBORNIELLA NIGROHALTERALIS
PARALIMNOPHYES,Genus,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARALIMNOPHYES,,,,,,
PARAMETRIOCNEMUS,Genus,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARAMETRIOCNEMUS,,,,,,
PARAMETRIOCNEMUS EOCLIVUS,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARAMETRIOCNEMUS,,,,,,PARAMETRIOCNEMUS EOCLIVUS
PARAMETRIOCNEMUS HAMATUS,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARAMETRIOCNEMUS,,,,,,PARAMETRIOCNEMUS HAMATUS
PARAMETRIOCNEMUS LUNDBECKI,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARAMETRIOCNEMUS,,,,,,PARAMETRIOCNEMUS LUNDBECKI
PARAMETRIOCNEMUS SPECIES A,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARAMETRIOCNEMUS,,,,,,PARAMETRIOCNEMUS SPECIES A
PARAMETRIOCNEMUS SPECIES F,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARAMETRIOCNEMUS,,,,,,PARAMETRIOCNEMUS SPECIES F
PARAMETRIOCNEMUS STYLATUS,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARAMETRIOCNEMUS,,,,,,PARAMETRIOCNEMUS STYLATUS
PARAPHAENOCLADIUS,Genus,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARAPHAENOCLADIUS,,,,,,
PARAPHAENOCLADIUS EXAGITANS,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARAPHAENOCLADIUS,,,,,,PARAPHAENOCLADIUS EXAGITANS
PARAPHAENOCLADIUS INNASOS,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARAPHAENOCLADIUS,,,,,,PARAPHAENOCLADIUS INNASOS
PARAPHAENOCLADIUS IRRITUS,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARAPHAENOCLADIUS,,,,,,PARAPHAENOCLADIUS IRRITUS
PARAPHAENOCLADIUS PSEUDIRRITUS,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARAPHAENOCLADIUS,,,,,,PARAPHAENOCLADIUS PSEUDIRRITUS
PARAPHAENOCLADIUS PUSILLUS,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARAPHAENOCLADIUS,,,,,,PARAPHAENOCLADIUS PUSILLUS
PARAPSECTRA,Genus,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,,,PARAPSECTRA,,,,,,
PARASMITTIA CARINATA,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,PARASMITTIA,,,,,,PARASMITTIA CARINATA
PARATANYTARSUS,Genus,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,,,PARATANYTARSUS,,,,,,
PARATANYTARSUS DISSIMILIS,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,,,PARATANYTARSUS,,,,,,PARATANYTARSUS DISSIMILIS
PARATANYTARSUS LONGISTYLUS,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,,,PARATANYTARSUS,,,,,,PARATANYTARSUS LONGISTYLUS
PARATANYTARSUS SPECIES A,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,,,PARATANYTARSUS,,,,,,PARATANYTARSUS SPECIES A
PARATANYTARSUS SPECIES B,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,,,PARATANYTARSUS,,,,,,PARATANYTARSUS SPECIES B
PARATENDIPES,Genus,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,PARATENDIPES,,,,,,
PARATENDIPES ALBIMANUS GROUP,SpeciesGroup,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,PARATENDIPES,,PARATENDIPES ALBIMANUS GROUP,,,,
PARATENDIPES BASIDENS,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,PARATENDIPES,,,,,,PARATENDIPES BASIDENS
PARATENDIPES DUPLICATUS,Species,CHIRONOMIDAE,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,PARATENDIPES,,,,,,PARATENDIPES DUPLICATUS
